ID,Address,Latitude,Longitude,Points for Mapping,Status,Applicant Submit Date,Issue Date,Business Name,DBA,Permit Type,Permit for Existing Business,Serving/Catering,HACCP Plan,Allergen Awareness Certification Expiration,Anti-Choking Expiration,Food Protection Expiration,Frozen Mix Pasteurized,Frozen Mix Purchased,Frozen Mix Purchased At,Manufacturing Ice Cream,Serving Tobacco,Serving Soft Serve,Serving Milk,Bacteria Testing Lab,Retail Area Size,Number of Seats,Recycling Contractor,Recycling (Containers),Recycling (Cardboard),Recycling (Food Scraps),Recycling (Oil),Recycling (Other),Recycling (Paper),Rubbish Removal Company,Pick Up,Saturday Pick Up,Dumpster Responsibility,Dumpster License Application,Dumpster Count,Grease Removal Company,Extermination Company,Sunday Hours,Monday Hours,Tuesday Hours,Wednesday Hours,Thursday Hours,Friday Hours,Saturday Hours
25044,"505 Massachusetts Ave,  Cambridge, MA 02139",42.3643,-71.1015,POINT (-71.101541 42.364299),Complete,11/1/19,11/12/19,JKFOODGROUP LLC ,LITTLE DONKEY,Alcohol,,,No,7/13/20,12/31/19,7/13/20,,,,,,,TRUE,,,120,REPUBLIC,Yes,Yes,No,Yes,WHAT ELSE?   ,Yes,REPUBLIC ,,,No,No,1,BAKER COMMODITIES,PESTEX,10am-1am,11am-1am,11am-1am,11am-1am,11am-2am,11am-2am,10am-2am
52485,"390 Third St,  Cambridge, MA 02142",42.3627,-71.084,POINT (-71.083999 42.36273),Complete,12/10/19,12/10/19,"Gallina, LLC",Shy Bird,Alcohol,,,No,7/25/24,5/6/21,9/7/21,,,,,,,TRUE,,,110,"Republic Services, Baker Commodities",Yes,Yes,Yes,Yes,None,Yes,Republic Services,,,Yes,No,,Baker Commodities,Waltham Pest Services,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 12:00 AM,7:00 AM - 12:00 AM
16691,"186 Alewife Brook Pkwy,  Cambridge, MA 02138",42.391,-71.1403,POINT (-71.140284 42.390997),Complete,6/21/18,6/27/18,Office Superstore East LLC,Staples the Office Superstore,Retail,Yes,,No,6/30/19,6/30/19,6/30/18,,,,,,,,,0,,Waste Management,Yes,Yes,No,No,"Computer, electronics, lightbulbs, batteries, phones",Yes,Waste Management,,,Yes,No,,N/A,Orkin ,10:00 AM - 7:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,9:00 AM - 9:00 PM
29474,"77 Massachusetts Ave,  Cambridge, MA 02142",42.3591,-71.0933,POINT (-71.09334 42.359137),Complete,12/17/18,7/24/19,Massachusetts Institute of Technology,R & D Pub,Alcohol,Yes,,No,11/10/19,5/1/19,6/8/23,,,,,,,TRUE,,,80,Casella Waste Systems,Yes,Yes,Yes,Yes,Newport Biodiesel,Yes,Casella Waste Systems,,,No,No,,Newport Biodiesel,EHS Pest Services,CLOSED,CLOSED,CLOSED,4:00 pm-9:00 pm,4:00 pm-9:00 pm,4:00 pm-9:00 pm,CLOSED
54945,"540 Memorial Dr,  Cambridge, MA 02139",42.3549,-71.1032,POINT (-71.103193 42.354903),Complete,8/28/19,8/29/19,TCC Westgate,TCC Westgate,Non Alcohol,Yes,,No,6/30/20,6/30/20,6/30/19,,,,,,,TRUE,,,15,,No,No,No,No,0,No,,,,Yes,No,,,EHS Pest Management,CLOSED,830am-500pm,830am-500pm,830am-500pm,830am-500pm,830am-500pm,CLOSED
25910,"878 Massachusetts Ave,  Cambridge, MA 02139",42.3678,-71.1078,POINT (-71.107784 42.367767),Complete,11/7/18,11/13/18,Howth Inc,The People's Republik,Alcohol,Yes,,No,2/15/22,5/17/20,5/17/20,,,,,,,TRUE,,,99,Save that Stuff,Yes,Yes,No,Yes,no,Yes,Save that Stuff Inc,,,No,No,1,Save that Stuff Inc,Waltham Chemical,8:00 am - 1:00am,8:00am - 1:00am,8:00am - 1:00am,8:00am - 1:00a,8:00am - 2:00am,8:00am - 2:00am,8:00am - 2:00am
26217,"3 Brattle St,  Cambridge, MA 02138",42.3735,-71.1196,POINT (-71.119605 42.373534),Complete,8/23/19,8/29/19,"Harvard MD, LLC",Milk Bar,Retail,,,No,11/9/23,10/31/18,9/24/20,Yes,Yes,Queensboro,,,TRUE,TRUE,Advanced Food Labs,305,,Safe That Stuff,Yes,Yes,Yes,Yes,N/A,Yes,Safe That Stuff,,TRUE,No,Yes,2,Edge Pluming & Heating,Orkin,11am-11pm,11am-12am,11am-12am,11am-12am,11am-12am,11am-2am,11am-2am
22695,"1248 Cambridge St,  Cambridge, MA 02139",42.3733,-71.0984,POINT (-71.098425 42.373327),Complete,10/3/18,10/4/18,"Poofydude, LLC",Wit's End,Alcohol,Yes,,No,10/22/22,10/26/19,10/2/22,,,,,,,TRUE,,,70,Casella Waste Management,Yes,Yes,No,Yes,No,Yes,Casella Waste,,,No,Yes,2,Lifecycle Renewables,Green Planet Pest Control,10:00 AM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM
49205,"555 Technology Sq,  Cambridge, MA 02142",42.3645,-71.0904,POINT (-71.090365 42.364536),Complete,6/13/19,6/18/19,draper labs,seasonal food brands,Non Alcohol,Yes,TRUE,No,9/25/22,5/27/20,6/20/20,,,,,,,TRUE,,,220,charles george waste disposable and recycling,Yes,Yes,Yes,No,paper,Yes,waste mgmt. co.,,,Yes,No,,elge plumbing co.,waltham pest control,closed,m-f 7-2,m-f 7-2,m-f 7-2,m-f 7-2,m-f 7-2,closed
17432,"820 Memorial Dr,  Cambridge, MA 02139",42.3618,-71.1157,POINT (-71.115691 42.361794),Complete,5/26/19,7/1/19,AA RETAIL INC ,MEMORIAL DRIVE SHELL,Retail,,,No,5/1/20,7/13/20,5/1/18,No,Yes,NEW ENGLAND ICE,FALSE,TRUE,FALSE,TRUE,NONE,0,0,1,Yes,Yes,No,No,NONE,Yes,CASELLA WASTE,,,Yes,Yes,1,WINDRIVER,BRIAN CO,24 HOURS,24 HOURS ,24 HOURS,24 HOURS,24 HOURS ,24 HOURS,24 HOURS 
20633,"10 Eliot St,  Cambridge, MA 02138",42.3725,-71.1216,POINT (-71.121576 42.372474),Complete,9/7/18,10/1/18,Tomolly Inc. ,Charlies Kitchen & The Red House restaurant,Alcohol,Yes,,No,10/3/21,12/31/32,5/23/21,,,,,TRUE,,TRUE,,,264,Republic Services (food scraps go to our farm),Yes,Yes,Yes,Yes,none,Yes,Republic Services,,,No,No,,Baker commodities,Brother in law,11 am - 1 am,1030 am - 1 am,1030 am - 1 am,1030 am - 1 am,1030 am - 2 am,1030 am - 2 am,1030 am - 2 am
24770,"1128 Cambridge St,  Cambridge, MA 02139",42.373,-71.0961,POINT (-71.096104 42.373033),Complete,11/12/19,11/13/19,Momi & Company LLC,Momi Nonmi,Alcohol,,,No,8/8/22,8/16/21,7/18/22,,,,,,FALSE,,,,25,waste management ,Yes,Yes,Yes,No,paper box,Yes,waste management,,,No,No,,A & K,F & W pest control,12:00pm-3:00pm; 5:30pm-9:30pm,5:30pm-10:00pm,5:30pm-10:00pm,closed,5:30pm-1:00am,12:00pm-2:00pm; 5:30pm-1:00am,12:00pm-3:00pm; 5:30pm-1:00am
47437,"535 Cambridge St, Unit C/2, Cambridge, MA 02141",42.3718,-71.0852,POINT (-71.085162 42.371801),Complete,5/10/19,5/28/19,Rock and Roll Daycare Northeast ,Rock and Roll Daycare East Cambridge ,Non Alcohol,Yes,,No,5/14/24,8/31/20,5/20/24,,,,,,,TRUE,,,0,Republic Service,No,Yes,Yes,No,,No,Republic Services,,,No,No,,,Ultra Safe Pest Management ,Closed,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,7:30am-6:00pm,Closed
49545,"29 White St,  Cambridge, MA 02140",42.3896,-71.1187,POINT (-71.118706 42.389588),Complete,6/18/19,7/8/19,ATV Inc.,Tags Hardware,Retail,Yes,,No,6/17/19,6/17/19,6/17/19,,,,,,,,,0,,N/A,No,No,No,No,N/A,No,N/A,,,Yes,No,,N/A,N/A,9:00AM-7:00PM,8:00AM-8:00PM,8:00AM-8:00PM,8:00AM-8:00PM,8:00AM-8:00PM,8:00AM-8:00PM,8:00AM-8:00PM
21970,"45-1/2 Mt Auburn St,  Cambridge, MA 02138",42.3713,-71.1165,POINT (-71.116499 42.3713),Complete,10/30/19,12/23/19,HOPPY INC ,Daedalus Restaurant ,Alcohol,,,No,9/25/23,1/31/20,7/31/23,Yes,Yes,Christina's Ice cream,FALSE,,,TRUE,na,,148,Republic Services ,Yes,Yes,No,Yes,no ,Yes,Republic Services ,,,No,No,,Life Cycle Renewables ,Page Exterminating Service Inc.,11am-1am,11am-1am,11am-1am,11am-1am,11am-2am,11am-2am,11am-2am 
63899," , Unit , ,  ",,,,Complete,1/9/20,1/14/20,Peabody Terrace Childrens Center,Peabody Terrace Childrens Center,Non Alcohol,Yes,FALSE,No,1/9/20,1/9/20,1/9/20,,,,FALSE,FALSE,FALSE,TRUE,,,0,Harvard,No,Yes,No,No,n/a,Yes,Harvard,,,Yes,No,,n/a,Harvard,closed,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,closed
26294,"950 Massachusetts Ave, Unit C1, Cambridge, MA 02139",42.3686,-71.1101,POINT (-71.110146 42.36861),Complete,11/12/18,11/17/18,"SHAN DONG DUMPLING HOUSE, INC",DUMPLING HOUSE,Alcohol,Yes,,No,5/7/23,4/25/19,2/10/23,,,,,,,,,,96,"SAFE THAT STUFF, INC",No,Yes,No,Yes,N/P,Yes,REPUBLIC SERVICES,,,Yes,No,,DRAIN DOCTOR,PESTEX INC,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM
43845,"44 Linnaean St,  Cambridge, MA 02138",42.3831,-71.1241,POINT (-71.124093 42.38313),Complete,4/3/19,4/3/19,Dragonfly After School Program,Dragonfly After School Program,Non Alcohol,Yes,,No,4/3/19,4/3/19,4/3/19,,,,,,,,,,39,City of Cambridge,Yes,Yes,No,No,N/A,Yes,N/A,,,Yes,No,,N/A,N/A,Closed,2:25 PM-5:45 PM,2:25 PM-5:45 PM,2:25 PM-5:45 PM,2:25 PM-5:45 PM,2:25 PM-5:45 PM,Closed
16909,"100 Binney St,  Cambridge, MA 02142",42.3653,-71.0806,POINT (-71.0806 42.365267),Complete,6/28/18,11/26/18,Hack Shack,Facebook,Non Alcohol,No,,Yes,10/24/19,7/5/19,4/2/24,Yes,Yes,n/a,TRUE,,FALSE,TRUE,n/a,,156,TBA,Yes,Yes,No,Yes,TBA,Yes,TBA,,,No,No,,TBA,TBA,Closed ,7:00AM-8:00PM,7:00AM-8:00PM,7:00AM-8:00PM,7:00AM-8:00PM,7:00AM-8:00PM,Closed
19091,"100 Cambridgeside Pl,  Cambridge, MA 02141",42.3691,-71.0771,POINT (-71.077148 42.369146),Complete,8/16/18,8/21/18,Sushi cafe,Yumi inc,Non Alcohol,Yes,TRUE,No,2/27/21,8/20/18,9/28/20,,,,FALSE,FALSE,FALSE,FALSE,,,0,Mall,No,No,No,No,Mall,No,Mall,,,No,No,,Mall,Mall,11:00am-7:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm
26088,"51 Plymouth St,  Cambridge, MA 02141",42.3691,-71.0927,POINT (-71.09269 42.369135),Complete,5/6/19,6/2/20,sarchioni's variety,sarchioni's variety,Retail,,,No,11/8/18,11/8/18,11/8/18,,,,,TRUE,,TRUE,,0,,republic,Yes,Yes,No,No,republic,Yes,republic,,,No,No,,na,terminix,8-Aug,8-Aug,8-Aug,8-Aug,8-Aug,8-Aug,8-Aug
47337,"124 Walker St,  Cambridge, MA 02138",42.3823,-71.1241,POINT (-71.124112 42.382273),Complete,5/21/19,5/28/19,HUDS Cabot & Pforzheimer Houses,HUDS Cabot & Pforzheimer Houses,Non Alcohol,Yes,,Yes,1/9/21,1/1/19,7/18/20,Yes,Yes,Sysco/Hood/Sweet Chills,,,TRUE,TRUE,Morrell Associates,,386,Republic Services,Yes,Yes,Yes,Yes,na,Yes,Republic Services,,,No,No,,Baker Commodities,Best Pest,7am-10pm,7am-10pm,7am-10pm,7am-10pm,7am-10pm,7am-10pm,7am-10pm
50082,"102 Columbia St,  Cambridge, MA 02139",42.3659,-71.0984,POINT (-71.098412 42.365858),Complete,6/25/19,6/27/19,International Convenience,International Convenience,Retail,Yes,,No,5/17/24,10/12/22,10/12/22,,,,,TRUE,,TRUE,,950,,N/A,No,No,No,No,N/A,No,Waste Management,,,No,No,,N/A,The Exterminator,9:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM
45344,"330 Mt Auburn St,  Cambridge, MA 02138",42.3746,-71.1359,POINT (-71.13585 42.374614),Complete,4/23/19,5/6/19,Mount Auburn Hospital Gift Shop,Mount Auburn Hospital Gift Shop,Retail,Yes,FALSE,No,4/24/19,4/24/19,4/24/19,,,,FALSE,FALSE,FALSE,FALSE,,0,,na,Yes,Yes,No,No,na,Yes,na,,,No,No,,na,na,closed,8:30-7:00,8:30-7:00,8:30-7:00,8:30-7:00,8:30-7:00,1:00-4:00
25910,"878 Massachusetts Ave,  Cambridge, MA 02139",42.3678,-71.1078,POINT (-71.107784 42.367767),Complete,10/10/19,10/31/19,Howth Inc,The People's Republik,Alcohol,,,No,2/15/22,5/15/22,11/12/23,,,,,,,TRUE,,,99,Save that Stuff,Yes,Yes,No,Yes,no,Yes,Save that Stuff Inc,,,No,Yes,1,EnviroTek Inc,Waltham Chemical,8:00 am - 1:00am,8:00am - 1:00am,8:00am - 1:00am,8:00am - 1:00am,8:00am - 2:00am,8:00am - 2:00am,8:00am - 2:00am
20670,"50 Broadway,  Cambridge, MA 02142",42.3631,-71.0859,POINT (-71.085888 42.363143),Complete,9/9/18,9/12/18,Boston Marriott Hotel Cambridge,Cambridge Marriott Hotel - Main Kitchen,Non Alcohol,Yes,TRUE,No,5/10/21,3/25/19,1/24/23,,,,,,,TRUE,,,0,Waste Management,Yes,Yes,Yes,Yes,none,Yes,Waste Management,,,Yes,No,,Baker Comodities,EcoLab,6:00am-12:00am,5:30am-12:00am,5:30am-12:00am,5:30am-12:00am,5:30am-12:00am,5:30am-12:00am,6:00am-12:00am
59137,"735 Massachusetts Ave,  Cambridge, MA 02139",42.3664,-71.1051,POINT (-71.105062 42.366398),Complete,10/21/19,10/31/19,"18 Fresh, Inc",Shanghai Fresh,Alcohol,Yes,,No,12/12/23,10/26/21,3/9/21,,,,,,,,,,48,Baker Commodies,No,No,No,Yes,None,No,Waste Management,,,No,No,,Baker Commodies,Waltham Services,11:00 am-10:00 pm,11:00 am-11:00 pm,CLOSED,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:30 pm,11:00 am-11:30 pm
49082,"806 Massachusetts Ave,  Cambridge, MA 02139",42.3668,-71.1062,POINT (-71.106221 42.366752),Complete,6/12/19,6/13/19,Windsor House ,"New Communities Services, Inc. ",Non Alcohol,Yes,FALSE,No,7/24/22,1/1/21,8/30/22,,,,,,,TRUE,,,0,City of Cambridge ,No,Yes,Yes,No,None,Yes,City of Cambridge ,,,No,No,,City of Cambridge ,City of Cambridge ,Closed ,8:00 AM - 4:00 PM ,8:00 AM - 4:00 PM ,8:00 AM - 4:00 PM ,8:00 AM - 4:00 PM ,8:00 AM - 4:00 PM ,Closed 
27309,"564 Massachusetts Ave,  Cambridge, MA 02139",42.3646,-71.1026,POINT (-71.102622 42.364567),Complete,11/20/18,11/26/18,Target Store T-3222,Target Store T-3222,Package,Yes,,No,11/20/18,11/20/18,11/20/18,,,,,,,TRUE,,9820,,Waste Management,Yes,Yes,Yes,Yes,N/A,Yes,Waste Management,,,Yes,No,,N/A,Copesan,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM
20057,"351 Massachusetts Ave,  Cambridge, MA 02139",42.3628,-71.0991,POINT (-71.099075 42.362825),Complete,8/30/18,8/31/18,beachmont catering,alpa delta pi,Non Alcohol,No,,No,7/23/23,8/30/18,6/1/23,,,,,,,,,,25,MIT,Yes,Yes,No,No,na,Yes,MIT,,,No,No,,MIT,Terminex,9am-9pm,9am-9pm,9am-9pm,9am-9pm,9am-9pm,9am-9pm,9am-9pm
17640,"186 Alewife Brook Pkwy,  Cambridge, MA 02138",42.3902,-71.141,POINT (-71.14095 42.390168),Complete,5/30/19,6/3/19,"Selhi & sons Associates 1 ,LLC",McDonald's,Non Alcohol,,,No,7/11/21,10/2/19,9/19/22,Yes,Yes,McDonalds/Martin Brower,TRUE,,,TRUE,Morrell Associates,,59,Waste management,Yes,Yes,Yes,Yes,yes,Yes,na,,,Yes,No,,BakerCommodities,Modern Pest control,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM,6:00 AM to 2:00 AM
17014,"622 Cambridge St,  Cambridge, MA 02141",42.3718,-71.0868,POINT (-71.08678 42.371812),Complete,7/2/18,7/23/18,"New Deal Fish Market, Inc.","New Deal Fish Market, Inc.",Retail,Yes,,No,7/2/18,7/2/18,7/2/18,,,,,,,,,0,,Republic and Black Earth,Yes,Yes,Yes,No,n/a,Yes,Republic Services,,,No,No,,Service Pumping and Drain,Yankee,Closed,3:00 PM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,9:00 AM - 6:00 PM
26643,"20 Prospect St,  Cambridge, MA 02139",42.3659,-71.1036,POINT (-71.103554 42.365861),Complete,11/14/18,11/27/18,"Coleman Murray, Inc  ",The Field ,Alcohol,Yes,,No,11/23/20,11/17/20,11/23/20,,,,,,,TRUE,,,94,JRM,Yes,Yes,No,Yes,na,Yes,JRM,,,No,Yes,1,CS Ventilation,Terminex,12:00-1:00AM,12:00PM-1:00AM,12:00-1:00AM,12L00pm-1:00AM,12:00PM-2:00AM,12:00pm-2:00AM,12:00pm-2:00AM
16568,"1585 Massachusetts Ave,  Cambridge, MA 02138",42.3791,-71.1197,POINT (-71.11974 42.379122),Complete,5/7/19,5/13/19,Restaurant Associates,Harvard Law School - Harkness Cafe,Non Alcohol,,,No,4/18/22,3/31/21,1/29/22,,,,,,,TRUE,,,175,Harvard Law School Campus Services,Yes,No,Yes,Yes,n/a,Yes,Harvard Campus - Republic,,,Yes,No,,Wind River Env,Best Pest,closed,7:30 am to 2 pm ,7:30 am to 2 pm ,7:30 am to 2 pm ,7:30 am to 2 pm ,7:30 am to 2 pm ,closed
16630,"181 Massachusetts Ave,  Cambridge, MA 02139",42.361,-71.0959,POINT (-71.095934 42.361003),Complete,6/4/20,6/4/20,Restaurant Associates,Winter Garden Cafe-Green Apron/Rest Assoc,Non Alcohol,,TRUE,No,7/28/21,3/31/22,6/22/21,,,,,,,TRUE,,,250,Save that Stuff,No,Yes,Yes,No,no,No,Save that Stuff,,,Yes,No,,Bakers Commodities,Waltham Chemical,closed,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,closed
29475,"243 Hampshire St,  Cambridge, MA 02139",42.3741,-71.1011,POINT (-71.10111 42.374111),Complete,11/18/19,11/20/19,M&R Hospitality Group Inc.,moona,Alcohol,,TRUE,No,12/17/18,12/17/20,4/7/21,,,,FALSE,FALSE,FALSE,TRUE,,,29,Newport Biodiesel & City of Cambridge,Yes,Yes,No,Yes,N/A,Yes,Waste Management,,,No,No,,A&K waste systems,Pestex,10am-10:00 pm,5:00 p.m. - 10:00 pm,5:00 p.m. - 10:00 pm,5:00 p.m. - 10:00 pm,5:00 p.m. - 10:00 pm,5:00 p.m. - 11:00 pm,5:00 p.m. - 11:00 pm
22340,"321 Massachusetts Ave,  Cambridge, MA 02139",42.3626,-71.0987,POINT (-71.098669 42.362608),Complete,10/1/18,12/6/18,Science Partners Incorporated,Miracle of Science Bar + Grill,Alcohol,Yes,,No,11/14/22,1/31/20,11/13/18,,,,,,,TRUE,,,70,Casella,Yes,Yes,No,No,na,Yes,Casella,,,No,Yes,2,Johns,Pest-End,10:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am
24144,"288 Green St,  Cambridge, MA 02139",42.3647,-71.1043,POINT (-71.104254 42.364737),Complete,10/22/18,11/30/18,Greek American Political Club Inc,Greek American Political Club,Alcohol,Yes,,No,7/6/20,7/6/20,6/27/18,,,,,,,TRUE,,,200,None,No,No,No,No,None,No,Republic Services,,,Yes,Yes,1,None,Waltham,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm
47521,"84 Massachusetts Ave,  Cambridge, MA 02139",42.3589,-71.0946,POINT (-71.094618 42.358884),Complete,5/22/19,7/24/19,Massachusetts Institute of Technology,Alpine Bagel/Cambridge Grill/Dunkin Donuts,Non Alcohol,Yes,,No,6/6/23,6/13/21,10/7/20,,,,,,,TRUE,,,66,Casella Waste Systems,Yes,Yes,Yes,Yes,n/a,Yes,Casella Waste Systems,,,No,No,,Newport Biodiesel,EHS Pest Services,8:00 am to 7:00 pm,7:00 am to 8:00 pm,7:00 am to 8:00 pm,7:00 am to 8:00 pm,7:00 am to 8:00 pm,7:00 am to 8:00 pm,8:00 am to 7:00 pm
22413,"1815 Massachusetts Ave,  Cambridge, MA 02140",42.3871,-71.119,POINT (-71.118975 42.387136),Complete,9/4/19,9/20/19,SCcambridge LLC,Shaking Crab,Alcohol,,,No,10/10/22,6/30/19,12/30/20,,,,,,,,,,180,Lesley University,Yes,Yes,Yes,Yes,none,Yes,lesley University,,,Yes,No,,John's Sewer and Pipe cleaning,Buono Pest Control,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
16761,"1255 Cambridge St, Unit 1255, Cambridge, MA 02139",42.3735,-71.0984,POINT (-71.098376 42.373507),Complete,6/27/19,8/20/19,rlf trading inc,Christina's ice cream ,Non Alcohol,,,No,5/24/21,6/25/19,5/11/22,Yes,Yes,rosev dairy,TRUE,,,,G&L labs,900,10,na,No,No,No,No,na,No,allied waste,,,No,No,,allied waste,ecologic,11.30am-10.30 pm,11.30am-10.30 pm,11.30am-10.30 pm,11.30am-10.30 pm,11.30am-10.30 pm,11.30am-10.30 pm,11.30am-10.30 pm
27507,"512 Massachusetts Ave,  Cambridge, MA 02139",42.3641,-71.1019,POINT (-71.10187 42.364128),Complete,11/26/18,12/4/18,Deanta corp,Phoenix Landing,Alcohol,Yes,,No,3/7/19,3/6/19,4/5/19,,,,,,,TRUE,,,75,Republic services,Yes,Yes,Yes,Yes,No,Yes,Republic services,,,No,No,,Newport bio diesel,Page exterminating ,8am to 2pm,10am to2pm,10am to 2pm,10am to 2pm,10am to 2pm,10am to 2pm,8am to 2pm
16870,"47 Mt Auburn St,  Cambridge, MA 02138",42.3713,-71.1166,POINT (-71.116602 42.371325),Complete,6/27/18,9/5/18,Shahnaj Alam Corp,Tommys Value,Retail,Yes,,No,6/27/18,6/27/18,5/7/19,,,,,TRUE,,TRUE,,800,,EZ Disposal,No,Yes,No,No,N/A,No,EZ Disposal,,,No,No,,N/A,A1,08:00 AM -02:00 AM,As Above,AS Above,As Above,AS Above,AS  Above,Asd ABove
17645,"680 Huron Ave,  Cambridge, MA 02138",42.3806,-71.1538,POINT (-71.153841 42.380585),Complete,7/11/19,7/12/19,Russell Youth Center,Russell Youth Center,Non Alcohol,,,No,7/18/18,7/18/18,7/18/18,,,,,,,TRUE,,,0,DPW,Yes,Yes,No,Yes,,Yes,DPW,,,No,No,,DPW,Bain,,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,
46885,"61 Church St,  Cambridge, MA 02138",42.3742,-71.1212,POINT (-71.121187 42.374165),Complete,5/14/19,6/3/19,"Church St Enterprises, LLC",Dunkin Donuts,Non Alcohol,Yes,,No,1/26/24,7/18/19,1/14/24,,,,,,,TRUE,,780,0,na,No,No,No,No,na,No,Republic,,,No,No,,WindRiver,Buono Pest,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am
27425,"233 Cardinal Medeiros Ave, Unit 5, Cambridge, MA 02141",42.3677,-71.0911,POINT (-71.091083 42.367708),Complete,12/31/19,12/31/19,"Dip Dog, Inc.",Cafe du Pays,Alcohol,,,No,11/21/23,1/3/21,2/5/23,,,,,,,TRUE,,,76,Save That Stuff,Yes,Yes,Yes,Yes,none,Yes,Save That Stuff,,,No,No,,Lifecycle Renewables,General Environmental,4pm-1am,4pm-1am,4pm-1am,4pm-1am,4pm-1am,4pm-1am,4pm-1am
26836,"500 Technology Sq,  Cambridge, MA 02142",42.3635,-71.0925,POINT (-71.092451 42.363465),Complete,11/15/18,11/16/18,Area Four Operating LLC,Area Four ,Alcohol,Yes,TRUE,No,11/15/23,3/1/19,11/19/20,,,,,,,TRUE,,,125,Harvey,Yes,Yes,No,Yes,None,Yes,Harvey,,,Yes,No,,Wind River ,Ultra Safe,7:00 am - 1:00am,7:00 am - 1:00am,7:00 am - 1:00am,7:00 am - 1:00am,7:00 am - 1:00am,7:00 am - 2:00am,7:00 am - 2:00am
16584,"40 Granite St,  Cambridge, MA 02139",42.3561,-71.1127,POINT (-71.112745 42.356146),Complete,6/26/19,6/27/19,Morse School,Morse School ,Non Alcohol,,,No,4/19/21,4/19/21,4/19/21,,,,,,,TRUE,,,150,City,Yes,Yes,Yes,No,n/a,Yes,City,,,Yes,No,,n/a,Bain Pest Control,Closed,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,Closed
16567,"44 Linnaean St,  Cambridge, MA 02138",42.3831,-71.1241,POINT (-71.124093 42.38313),Complete,6/26/19,7/10/19,Graham & Parks School,Graham & Parks School ,Non Alcohol,,,No,7/31/23,7/31/23,7/31/23,,,,,,,TRUE,,,150,City,Yes,Yes,Yes,No,n/a,Yes,City,,,Yes,No,,n/a,Bain Pest Control,Closed,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,Closed
